owner,ticker,asset_type,type,amount,state,party,industry,senator
Joint,ZTS,Stock,Sale (Full),"$50,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,TAP,Stock,Sale (Partial),"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,TAP,Stock,Sale (Partial),"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,AAN,Stock,Sale (Partial),"$15,000 ",GA,Republican,Diversified Commercial Services,David Perdue
Joint,AAN,Stock,Sale (Partial),"$15,000 ",GA,Republican,Diversified Commercial Services,David Perdue
Joint,AAN,Stock,Sale (Partial),"$15,000 ",GA,Republican,Diversified Commercial Services,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CIT,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,AAN,Stock,Sale (Partial),"$15,000 ",GA,Republican,Diversified Commercial Services,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WOOF,Stock,Sale (Partial),"$15,000 ",GA,Republican,Diversified Commercial Services,David Perdue
Joint,TAP,Stock,Sale (Partial),"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,XLS-WI,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,CIT,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$50,000 ",GA,Republican,,David Perdue
Joint,CIT,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CIT,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,XLS-WI,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,XLS-WI,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,XLS-WI,Stock,Sale (Partial),"$50,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,XLS-WI,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CIT,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,XLS-WI,Stock,Sale (Full),"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$50,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,BK,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,MOS,Stock,Purchase,"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,TAP,Stock,Sale (Partial),"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,TAP,Stock,Sale (Full),"$15,000 ",GA,Republican,Beverages (Production/Distribution),David Perdue
Joint,AXLL,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,XRT,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Jack Reed
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Pat Roberts
Child,KORS,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Spouse,AMGN,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Joint,BAC,Stock,Purchase,"$50,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Joint,CY,Stock,Sale (Full),"$50,000 ",RI,Democrat,,Sheldon Whitehouse
Joint,RTN,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Joint,PCAR,Stock,Sale (Full),"$15,000 ",RI,Democrat,Auto Manufacturing,Sheldon Whitehouse
Joint,PRU,Stock,Sale (Full),"$15,000 ",RI,Democrat,Life Insurance,Sheldon Whitehouse
Self,FEYE,Stock,Purchase,"$15,000 ",RI,Democrat,Computer peripheral equipment,Sheldon Whitehouse
Self,MRK,Stock,Purchase,"$15,000 ",RI,Democrat,Major Pharmaceuticals,Sheldon Whitehouse
Self,TU,Stock,Sale (Full),"$50,000 ",RI,Democrat,,Sheldon Whitehouse
Self,NFLX,Stock,Purchase,"$50,000 ",RI,Democrat,Consumer Electronics/Video Chains,Sheldon Whitehouse
Self,BIIB,Stock,Purchase,"$50,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Spouse,AAPL,Stock,Purchase,"$15,000 ",DE,Democrat,Computer Manufacturing,Thomas R. Carper
N/A,N/A,PDF Disclosed Filing,N/A,,,,,James M. Inhofe
Self,ALTR,Stock,Sale (Partial),"$50,000 ",OK,Republican,Computer Software: Prepackaged Software,James M. Inhofe
Self,PG,Stock,Purchase,"$50,000 ",OK,Republican,Package Goods/Cosmetics,James M. Inhofe
Self,AMZN,Stock,Sale (Partial),"$50,000 ",OK,Republican,Catalog/Specialty Distribution,James M. Inhofe
Self,EMR,Stock,Purchase,"$100,000 ",OK,Republican,Consumer Electronics/Appliances,James M. Inhofe
Self,WFC,Stock,Sale (Partial),"$50,000 ",OK,Republican,Major Banks,James M. Inhofe
Self,ETN,Stock,Sale (Full),"$50,000 ",OK,Republican,Industrial Machinery/Components,James M. Inhofe
Self,MCD,Stock,Sale (Full),"$100,000 ",OK,Republican,Restaurants,James M. Inhofe
N/A,N/A,PDF Disclosed Filing,N/A,,,,,"Joe Manchin, Iii"
Joint,VRTX,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Major Pharmaceuticals,Jack Reed
Self,UTX,Stock,Purchase,"$15,000 ",MI,Democrat,,Gary C. Peters
Self,SLY,Other Securities,Purchase,"$15,000 ",MI,Democrat,,Gary C. Peters
N/A,N/A,PDF Disclosed Filing,N/A,,,,,"Angus S. King, Jr."
Joint,IBKC,Stock,Sale (Partial),"$50,000 ",PA,Republican,,Patrick J. Toomey
Joint,IBKC,Stock,Sale (Partial),"$50,000 ",PA,Republican,,Patrick J. Toomey
Joint,PG,Stock,Purchase,"$50,000 ",PA,Republican,Package Goods/Cosmetics,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mark R. Warner
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,DD,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Self,TBF,Stock,Purchase,"$15,000 ",RI,Democrat,,Jack Reed
Joint,TBF,Stock,Purchase,"$15,000 ",RI,Democrat,,Jack Reed
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Roger F. Wicker
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
Spouse,AAPL,Stock,Purchase,"$15,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,CVX,Stock,Purchase,"$15,000 ",KS,Republican,Integrated oil Companies,Pat Roberts
Spouse,NFLX,Stock,Sale (Full),"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,BA,Stock,Purchase,"$15,000 ",KS,Republican,Aerospace,Pat Roberts
Spouse,COST,Stock,Purchase,"$15,000 ",KS,Republican,Department/Specialty Retail Stores,Pat Roberts
Self,KRFT,Stock,Sale (Full),"$15,000 ",MI,Democrat,,Gary C. Peters
Self,DTE,Stock,Purchase,"$15,000 ",MI,Democrat,Electric Utilities: Central,Gary C. Peters
Self,QCOM,Stock,Purchase,"$15,000 ",MI,Democrat,Radio And Television Broadcasting And Communications Equipment,Gary C. Peters
Self,EMR,Stock,Purchase,"$15,000 ",MI,Democrat,Consumer Electronics/Appliances,Gary C. Peters
Self,MSFT,Stock,Purchase,"$15,000 ",RI,Democrat,Computer Software: Prepackaged Software,Jack Reed
Self,FEYE,Stock,Purchase,"$15,000 ",RI,Democrat,Computer peripheral equipment,Jack Reed
Self,ESRX,Stock,Purchase,"$15,000 ",RI,Democrat,,Jack Reed
Self,SLB,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Oilfield Services/Equipment,Jack Reed
Self,EMC,Stock,Sale (Partial),"$15,000 ",RI,Democrat,,Jack Reed
Spouse,AAPL,Stock,Purchase,"$15,000 ",DE,Democrat,Computer Manufacturing,Thomas R. Carper
Spouse,GILD,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Spouse,BIIB,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Spouse,NFLX,Stock,Purchase,"$15,000 ",RI,Democrat,Consumer Electronics/Video Chains,Sheldon Whitehouse
Child,SSYS,Stock,Sale (Full),"$15,000 ",RI,Democrat,Computer peripheral equipment,Sheldon Whitehouse
Child,GILD,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Self,ACN,Stock,Sale (Full),"$50,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Self,BABA,Stock,Sale (Full),"$50,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Self,HD,Stock,Sale (Partial),"$50,000 ",RI,Democrat,RETAIL: Building Materials,Sheldon Whitehouse
Self,UA,Stock,Purchase,"$15,000 ",RI,Democrat,Apparel,Sheldon Whitehouse
Spouse,AAPL,Stock,Purchase,"$15,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mark R. Warner
Joint,PFS,Stock,Sale (Partial),"$50,000 ",PA,Republican,Savings Institutions,Patrick J. Toomey
Joint,PFS,Stock,Sale (Partial),"$50,000 ",PA,Republican,Savings Institutions,Patrick J. Toomey
Joint,CVX,Stock,Sale (Partial),"$50,000 ",PA,Republican,Integrated oil Companies,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,"Angus S. King, Jr."
Self,PRPFX,Stock,Sale (Partial),"$50,000 ",ND,Republican,,John Hoeven
Self,MDU,Stock,Purchase,"$250,000 ",ND,Republican,Consumer Electronics/Appliances,John Hoeven
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Joint,DVN,Stock,Purchase,"$15,000 ",KS,Republican,Oil & Gas Production,Pat Roberts
Spouse,CVX,Stock,Purchase,"$15,000 ",KS,Republican,Integrated oil Companies,Pat Roberts
Spouse,NFLX,Stock,Sale (Full),"$100,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,BABA,Stock,Purchase,"$15,000 ",KS,Republican,Business Services,Pat Roberts
Spouse,BIDU,Stock,Purchase,"$15,000 ",KS,Republican,"Computer Software: Programming, Data Processing",Pat Roberts
Spouse,AAPL,Stock,Purchase,"$15,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,BA,Stock,Purchase,"$15,000 ",KS,Republican,Aerospace,Pat Roberts
Spouse,BA,Stock,Purchase,"$15,000 ",KS,Republican,Aerospace,Pat Roberts
Spouse,ETY,Stock,Purchase,"$15,000 ",KS,Republican,Finance Companies,Pat Roberts
Spouse,ETY,Stock,Purchase,"$50,000 ",KS,Republican,Finance Companies,Pat Roberts
Spouse,ETY,Stock,Purchase,"$100,000 ",KS,Republican,Finance Companies,Pat Roberts
Spouse,BABA,Stock,Sale (Full),"$15,000 ",KS,Republican,Business Services,Pat Roberts
Spouse,AAPL,Stock,Sale (Full),"$15,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,BA,Stock,Sale (Full),"$50,000 ",KS,Republican,Aerospace,Pat Roberts
Spouse,AMZN,Stock,Sale (Full),"$50,000 ",KS,Republican,Catalog/Specialty Distribution,Pat Roberts
Spouse,SBUX,Stock,Purchase,"$15,000 ",KS,Republican,Restaurants,Pat Roberts
Spouse,COST,Stock,Purchase,"$15,000 ",KS,Republican,Department/Specialty Retail Stores,Pat Roberts
Spouse,ETY,Stock,Purchase,"$15,000 ",KS,Republican,Finance Companies,Pat Roberts
Joint,CVX,Stock,Purchase,"$50,000 ",PA,Republican,Integrated oil Companies,Patrick J. Toomey
Joint,LINE,Stock,Sale (Full),"$15,000 ",PA,Republican,,Patrick J. Toomey
Self,PFS,Stock,Sale (Full),"$50,000 ",PA,Republican,Savings Institutions,Patrick J. Toomey
Self,T,Stock,Sale (Full),"$50,000 ",PA,Republican,Telecommunications Equipment,Patrick J. Toomey
Self,ESV,Stock,Sale (Full),"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,EEM,Stock,Purchase,"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,XLU,Stock,Sale (Full),"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,XLV,Stock,Purchase,"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,XLU,Stock,Purchase,"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,QQQ,Stock,Sale (Full),"$15,000 ",PA,Republican,,Patrick J. Toomey
Spouse,SPY,Stock,Sale (Full),"$50,000 ",PA,Republican,,Patrick J. Toomey
Joint,SHY,Stock,Purchase,"$50,000 ",PA,Republican,,Patrick J. Toomey
Joint,PCY,Stock,Sale (Full),"$50,000 ",PA,Republican,,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mark R. Warner
Child,LLTC,Stock,Purchase,"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Child,KORS,Stock,Purchase,"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Child,BMY,Stock,Purchase,"$15,000 ",RI,Democrat,Major Pharmaceuticals,Sheldon Whitehouse
Child,HYH,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Child,KORS,Stock,Purchase,"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Joint,PEP,Stock,Purchase,"$15,000 ",RI,Democrat,Beverages (Production/Distribution),Sheldon Whitehouse
Joint,CMRE,Stock,Sale (Full),"$50,000 ",RI,Democrat,Marine Transportation,Sheldon Whitehouse
Self,ABBV,Stock,Sale (Full),"$15,000 ",RI,Democrat,Major Pharmaceuticals,Sheldon Whitehouse
Self,AMGN,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Child,STT,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Self,KORS,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Sheldon Whitehouse
Self,A,Stock,Sale (Full),"$15,000 ",RI,Democrat,Biotechnology: Laboratory Analytical Instruments,Sheldon Whitehouse
Self,DISH,Stock,Sale (Full),"$50,000 ",RI,Democrat,Telecommunications Equipment,Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Benjamin L Cardin
N/A,N/A,PDF Disclosed Filing,N/A,,,,,"Angus S. King, Jr."
Self,CAT,Stock,Purchase,"$250,000 ",ND,Republican,Construction/Ag Equipment/Trucks,John Hoeven
Self,ABBV,Stock,Purchase,"$250,000 ",ND,Republican,Major Pharmaceuticals,John Hoeven
Spouse,DVN,Stock,Purchase,"$15,000 ",KS,Republican,Oil & Gas Production,Pat Roberts
Spouse,MIK,Stock,Sale (Full),"$15,000 ",KS,Republican,,Pat Roberts
Spouse,GM,Stock,Purchase,"$15,000 ",KS,Republican,Auto Manufacturing,Pat Roberts
Spouse,CELG,Stock,Purchase,"$15,000 ",KS,Republican,,Pat Roberts
Joint,MYL,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Jack Reed
Joint,ACT,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Jack Reed
Self,AMAT,Stock,Sale (Full),"$15,000 ",RI,Democrat,Semiconductors,Jack Reed
Self,ACT,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Jack Reed
Spouse,VLO,Stock,Sale (Full),"$15,000 ",DE,Democrat,Integrated oil Companies,Thomas R. Carper
Spouse,ABBV,Stock,Purchase,"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,ABT,Stock,Purchase,"$15,000 ",DE,Democrat,Major Pharmaceuticals,Thomas R. Carper
Spouse,AAPL,Stock,Purchase,"$15,000 ",DE,Democrat,Computer Manufacturing,Thomas R. Carper
Spouse,ITW,Stock,Sale (Full),"$15,000 ",DE,Democrat,Industrial Machinery/Components,Thomas R. Carper
Spouse,UA,Stock,Purchase,"$15,000 ",DE,Democrat,Apparel,Thomas R. Carper
Spouse,HBI,Stock,Purchase,"$15,000 ",DE,Democrat,Clothing/Shoe/Accessory Stores,Thomas R. Carper
Spouse,PNQI,Stock,Purchase,"$15,000 ",DE,Democrat,,Thomas R. Carper
Spouse,KMB,Stock,Sale (Full),"$15,000 ",ME,Republican,Containers/Packaging,Susan M. Collins
Spouse,KMB,Stock,Sale (Full),"$15,000 ",ME,Republican,Containers/Packaging,Susan M. Collins
Spouse,HAL,Stock,Sale (Full),"$15,000 ",ME,Republican,Oilfield Services/Equipment,Susan M. Collins
Spouse,HAL,Stock,Sale (Full),"$15,000 ",ME,Republican,Oilfield Services/Equipment,Susan M. Collins
Spouse,HAL,Stock,Sale (Full),"$15,000 ",ME,Republican,Oilfield Services/Equipment,Susan M. Collins
Spouse,HAL,Stock,Sale (Full),"$15,000 ",ME,Republican,Oilfield Services/Equipment,Susan M. Collins
Spouse,AXP,Stock,Sale (Full),"$15,000 ",ME,Republican,Finance: Consumer Services,Susan M. Collins
Spouse,AXP,Stock,Sale (Full),"$15,000 ",ME,Republican,Finance: Consumer Services,Susan M. Collins
Spouse,AXP,Stock,Sale (Full),"$15,000 ",ME,Republican,Finance: Consumer Services,Susan M. Collins
Spouse,AXP,Stock,Sale (Full),"$15,000 ",ME,Republican,Finance: Consumer Services,Susan M. Collins
Spouse,AXP,Stock,Sale (Full),"$15,000 ",ME,Republican,Finance: Consumer Services,Susan M. Collins
Spouse,HSY,Stock,Purchase,"$50,000 ",ME,Republican,Specialty Foods,Susan M. Collins
Spouse,AYI,Stock,Purchase,"$50,000 ",ME,Republican,Building Products,Susan M. Collins
Spouse,MMM,Stock,Purchase,"$50,000,000 ",ME,Republican,Medical/Dental Instruments,Susan M. Collins
Joint,MYL,Stock,Purchase,"$15,000 ",RI,Democrat,,Jack Reed
Joint,CELG,Stock,Purchase,"$15,000 ",RI,Democrat,,Jack Reed
Joint,AMGN,Stock,Purchase,"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Jack Reed
Joint,IYT,Stock,Sale (Full),"$15,000 ",RI,Democrat,,Jack Reed
Joint,JCOM,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,WST,Stock,Sale (Full),"$15,000 ",NC,Republican,Specialty Chemicals,Thom Tillis
Joint,WAL,Stock,Sale (Full),"$15,000 ",NC,Republican,Major Banks,Thom Tillis
Joint,WAGE,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,VSI,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,TYPE,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,TXRH,Stock,Sale (Full),"$15,000 ",NC,Republican,Restaurants,Thom Tillis
Joint,TUMI,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,TTC,Stock,Sale (Full),"$15,000 ",NC,Republican,Tools/Hardware,Thom Tillis
Spouse,TNGO,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,THS,Stock,Sale (Full),"$15,000 ",NC,Republican,Packaged Foods,Thom Tillis
Joint,THRM,Stock,Sale (Full),"$15,000 ",NC,Republican,Auto Parts:O.E.M.,Thom Tillis
Joint,TECH,Stock,Sale (Full),"$15,000 ",NC,Republican,Biotechnology: Biological Products (No Diagnostic Substances),Thom Tillis
Joint,TCBI,Stock,Sale (Full),"$15,000 ",NC,Republican,Major Banks,Thom Tillis
Joint,SXT,Stock,Sale (Full),"$15,000 ",NC,Republican,Major Chemicals,Thom Tillis
Joint,SWI,Stock,Sale (Full),"$15,000 ",NC,Republican,Computer Software: Prepackaged Software,Thom Tillis
Joint,SSB,Stock,Sale (Full),"$15,000 ",NC,Republican,Major Banks,Thom Tillis
Joint,SQI,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,SPSC,Stock,Sale (Full),"$15,000 ",NC,Republican,Computer Software: Prepackaged Software,Thom Tillis
Joint,SMTC,Stock,Sale (Full),"$15,000 ",NC,Republican,Semiconductors,Thom Tillis
Joint,SIGI,Stock,Sale (Full),"$15,000 ",NC,Republican,Property-Casualty Insurers,Thom Tillis
Joint,SHOO,Stock,Sale (Full),"$15,000 ",NC,Republican,Shoe Manufacturing,Thom Tillis
Joint,SGY,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,RRTS,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,ROLL,Stock,Sale (Full),"$15,000 ",NC,Republican,Metal Fabrications,Thom Tillis
Joint,RBA,Stock,Sale (Full),"$15,000 ",NC,Republican,Business Services,Thom Tillis
Joint,RAVN,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,QLIK,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,PRLB,Stock,Sale (Full),"$15,000 ",NC,Republican,Metal Fabrications,Thom Tillis
Joint,PRIM,Stock,Sale (Full),"$15,000 ",NC,Republican,Water Supply,Thom Tillis
Joint,PRAA,Stock,Sale (Full),"$15,000 ",NC,Republican,Finance: Consumer Services,Thom Tillis
Joint,PRA,Stock,Sale (Full),"$15,000 ",NC,Republican,Property-Casualty Insurers,Thom Tillis
Joint,POWI,Stock,Sale (Full),"$15,000 ",NC,Republican,Semiconductors,Thom Tillis
Joint,PLT,Stock,Sale (Full),"$15,000 ",NC,Republican,Telecommunications Equipment,Thom Tillis
Joint,PLKI,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,PEB,Stock,Sale (Full),"$15,000 ",NC,Republican,Real Estate Investment Trusts,Thom Tillis
Joint,PBH,Stock,Sale (Full),"$15,000 ",NC,Republican,Biotechnology: Pharmaceutical Preparations,Thom Tillis
Joint,OMCL,Stock,Sale (Full),"$15,000 ",NC,Republican,Managed Health Care,Thom Tillis
Joint,OFC,Stock,Sale (Full),"$15,000 ",NC,Republican,Real Estate Investment Trusts,Thom Tillis
Joint,NSR,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,NICE,Stock,Sale (Full),"$15,000 ",NC,Republican,Computer Software: Prepackaged Software,Thom Tillis
Joint,MNRO,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,MG,Stock,Sale (Full),"$15,000 ",NC,Republican,Security Systems Services,Thom Tillis
Joint,MFRM,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,MDCA,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,MASI,Stock,Sale (Full),"$15,000 ",NC,Republican,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Thom Tillis
Joint,LSTR,Stock,Sale (Full),"$15,000 ",NC,Republican,Trucking Freight/Courier Services,Thom Tillis
Joint,LOCK,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,LL,Stock,Sale (Full),"$15,000 ",NC,Republican,RETAIL: Building Materials,Thom Tillis
Joint,KWR,Stock,Sale (Full),"$15,000 ",NC,Republican,Automotive Aftermarket,Thom Tillis
Joint,JJSF,Stock,Sale (Full),"$15,000 ",NC,Republican,Specialty Foods,Thom Tillis
Joint,IPCM,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,ICUI,Stock,Sale (Full),"$15,000 ",NC,Republican,Medical/Dental Instruments,Thom Tillis
Joint,ICON,Stock,Sale (Full),"$15,000 ",NC,Republican,,Thom Tillis
Joint,HUBG,Stock,Sale (Full),"$15,000 ",NC,Republican,Oil Refining/Marketing,Thom Tillis
